"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Tangled ",100,"Nathan Greno",15,"Brad Garrett",799,"Donna Murphy",553,"M.C. Gainey",284,324,387,294810,2036,29000,"17th century|based on fairy tale|disney|flower|tower",1,"Color","Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance",2010,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0398286/?ref_=fn_tt_tt_1",200807262,2.6e+08,7.8
"The Kid ",104,"Jon Turteltaub",226,"Bruce Willis",13000,"Lily Tomlin",718,"Daniel von Bargen",577,86,139,34473,16452,0,"altering history|cartoon on tv|childhood|image consultant|one two combo",1,"Color","Comedy|Family|Fantasy",2000,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0219854/?ref_=fn_tt_tt_1",69688384,6e+07,6.1
"D.E.B.S. ",91,"Angela Robinson",23,"Jordana Brewster",4000,"Geoff Stults",756,"Scoot McNairy",660,50,135,12188,6380,1000,"1959 cadillac|diamonds|female villain|force field|voyeurism",3,"Color","Action|Comedy|Romance",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0367631/?ref_=fn_tt_tt_1",96793,3500000,5.3
"Soldier ",99,"Paul W.S. Anderson",545,"Connie Nielsen",933,"Sean Pertwee",722,"Jason Scott Lee",533,67,373,44248,2542,0,"crash survivor|planet|sergeant|soldier|survivor",1,"Color","Action|Drama|Sci-Fi",1998,"English","UK","R",2.35,"http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1",14567883,7.5e+07,6
"The Legend of Tarzan ",110,"David Yates",282,"Christoph Waltz",11000,"Alexander Skarsgård",10000,"Casper Crump",103,248,239,42372,21175,29000,"africa|capture|jungle|male objectification|tarzan",2,"Color","Action|Adventure|Drama|Romance",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1",124051759,1.8e+08,6.6
"Hamlet ",150,"Kenneth Branagh",0,"Julie Christie",597,"Brian Blessed",591,"Richard Briers",401,85,224,30618,1645,0,"classic literature|denmark|funeral|madness|prince",0,"Color","Drama",1996,"English","UK","PG-13",2.2,"http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1",4414535,1.8e+07,7.8
"The Beach ",119,"Danny Boyle",0,"Leonardo DiCaprio",29000,"Virginie Ledoyen",414,"Peter Youngblood Hills",39,118,548,176169,29461,0,"love|map|paradise|thailand|travel",0,"Color","Adventure|Drama|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1",39778599,5e+07,6.6
"My Name Is Bruce ",84,"Bruce Campbell",0,"Ted Raimi",634,"Dan Hicks",328,"Timothy Patrick Quill",158,100,88,21379,1238,0,"b movie|birthday|chinese|demon|small town",1,"Color","Comedy|Fantasy",2007,"English","USA","R",1.85,"http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1",173066,1500000,6.3
"Glory ",122,"Edward Zwick",380,"Denzel Washington",18000,"Morgan Freeman",11000,"Matthew Broderick",2000,60,365,101889,32930,0,"army|black soldier|military uniform|prejudice|u.s. civil war",3,"Color","Drama|History|War",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1",26830000,1.8e+07,7.9
"Freedom Writers ",123,"Richard LaGravenese",98,"Hunter Parrish",2000,"Scott Glenn",826,"Imelda Staunton",579,84,235,52533,3994,10000,"gang violence|high school|journal|marriage|teacher",1,"Color","Biography|Crime|Drama",2007,"English","Germany","PG-13",1.85,"http://www.imdb.com/title/tt0463998/?ref_=fn_tt_tt_1",36581633,2.1e+07,7.5
"Blue Car ",88,"Karen Moncrieff",22,"Frances Fisher",638,"Agnes Bruckner",400,"A.J. Buckley",275,44,68,3142,1641,115,"contest|poetry|refusing to eat|starving oneself|teenage girl",0,"Color","Drama",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1",464126,1e+06,6.7
"Armageddon ",153,"Michael Bay",0,"Bruce Willis",13000,"Steve Buscemi",12000,"Will Patton",537,167,1171,322395,26029,11000,"asteroid|astronaut|bomb|meteorite|outer space",0,"Color","Action|Adventure|Sci-Fi|Thriller",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1",201573391,1.4e+08,6.6
"The Crazies ",101,"Breck Eisner",42,"Radha Mitchell",991,"Glenn Morshower",894,"John Aylward",219,308,251,93272,2609,0,"deputy|iowa|rural setting|sheriff|survival",0,"Color","Horror|Thriller",2010,"English","USA","R",2.35,"http://www.imdb.com/title/tt0455407/?ref_=fn_tt_tt_1",39103378,2e+07,6.5
"Star Trek VI: The Undiscovered Country ",110,"Nicholas Meyer",120,"Leonard Nimoy",12000,"Kurtwood Smith",1000,"Nichelle Nichols",664,112,188,55513,16230,0,"captain|explosion|klingon|moon|peace",0,"Color","Action|Adventure|Sci-Fi|Thriller",1991,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0102975/?ref_=fn_tt_tt_1",74888996,3e+07,7.2
"The Watch ",102,"Akiva Schaffer",82,"Will Forte",622,"Nicholas Braun",591,"Rosemarie DeWitt",537,265,207,104066,2488,15000,"alien|escape|manager|neighborhood watch|ohio",4,"Color","Action|Comedy|Sci-Fi",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1",34350553,6.8e+07,5.7
"The Book of Eli ",118,"Albert Hughes",117,"Denzel Washington",18000,"Mila Kunis",15000,"Gary Oldman",10000,325,560,227072,44797,20000,"blind|book|long take|post apocalypse|water",0,"Color","Action|Adventure|Drama|Thriller",2010,"English","USA","R",2.35,"http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1",94822707,8e+07,6.9
"The Good German ",105,"Steven Soderbergh",0,"Tony Curran",845,"Beau Bridges",552,"Leland Orser",308,183,175,21481,2355,559,"american|driver|journalist|russian|secret",2," Black and White","Drama|Mystery|Thriller",2006,"English","USA","R",1.66,"http://www.imdb.com/title/tt0452624/?ref_=fn_tt_tt_1",1304837,3.2e+07,6.1
"Take Shelter ",121,"Jeff Nichols",337,"Katy Mixon",982,"Shea Whigham",463,"Robert Longstreet",41,359,219,68211,1520,14000,"ambiguous ending|firefly|mysterious event|schizophrenia|storm",0,"Color","Drama|Thriller",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1675192/?ref_=fn_tt_tt_1",1729969,5e+06,7.4
"Surfer, Dude ",85,"S.R. Bindler",0,"Matthew McConaughey",11000,"Scott Glenn",826,"Sarah Wright",499,26,37,7367,14599,850,"barefoot|endorsement|surfboard|virtual reality|waves",0,"Color","Comedy",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1",36497,6e+06,4.7
"Travelers and Magicians ",108,"Khyentse Norbu",28,"Tshewang Dendup",0,"Lhakpa Dorji",0,"Sonam Kinga",0,44,28,1747,0,353,"bhutan|buddhist|monk|storytelling|weaver",0,"Color","Adventure|Drama",2003,"Dzongkha","Australia","",1.85,"http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1",505295,1800000,7.5
"He Got Game ",136,"Spike Lee",0,"Denzel Washington",18000,"Milla Jovovich",14000,"Rosario Dawson",3000,48,109,36108,37315,0,"basketball|basketball player|female nudity|porn actor in mainstream movie|prison",0,"Color","Drama|Sport",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0124718/?ref_=fn_tt_tt_1",21554585,2.5e+07,6.9
"Blue Like Jazz ",108,"Steve Taylor",14,"Jason Marsden",1000,"Marshall Allman",330,"Eric Lange",274,38,89,2582,1805,0,"church|college|color in title|philosophy|texas",0,"Color","Comedy|Drama",2012,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1",594904,1200000,6
"Catch That Kid ",91,"Bart Freundlich",38,"Kristen Stewart",17000,"Corbin Bleu",632,"Kevin G. Schmidt",362,54,49,8023,18711,591,"caper|computer genius|dog|heist|security chief",0,"Color","Comedy|Crime",2004,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0337917/?ref_=fn_tt_tt_1",16702864,1.8e+07,5.2
"Ninja Assassin ",99,"James McTeigue",160,"Shô Kosugi",330,"Ben Miles",119,"Rain",72,235,194,58349,701,0,"critically bashed|kung fu|martial artist|martial arts|ninja",0,"Color","Action|Crime|Thriller",2009,"English","USA","R",2.35,"http://www.imdb.com/title/tt1186367/?ref_=fn_tt_tt_1",38105077,4e+07,6.4
"Oculus ",104,"Mike Flanagan",59,"James Lafferty",972,"Rory Cochrane",407,"Garrett Ryan",202,336,339,85688,2071,23000,"home office|mirror|released from a mental hospital|trauma|video camera",0,"Color","Horror|Mystery",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2388715/?ref_=fn_tt_tt_1",27689474,5e+06,6.5
"Driving Miss Daisy ",99,"Bruce Beresford",78,"Morgan Freeman",11000,"Jessica Tandy",509,"Patti LuPone",325,61,134,72324,12619,3000,"1950s|african american|jewish|old age|widow",1,"Color","Comedy|Drama|Family",1989,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0097239/?ref_=fn_tt_tt_1",106593296,7500000,7.4
"Mission: Impossible - Ghost Protocol ",133,"Brad Bird",663,"Tom Cruise",10000,"Jeremy Renner",10000,"Michael Nyqvist",690,432,512,365104,21768,35000,"dubai|kremlin|race against time|russian|terrorist",3,"Color","Action|Adventure|Thriller",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1",209364921,1.45e+08,7.4
"Mirror Mirror ",106,"Tarsem Singh",763,"Julia Roberts",8000,"Nathan Lane",886,"Danny Woodburn",809,382,208,70838,11454,18000,"kingdom|prince|princess|queen|snow",1,"Color","Adventure|Comedy|Drama|Family|Fantasy",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1",64933670,8.5e+07,5.6
"Paul ",109,"Greg Mottola",99,"Bobby Lee",176,"Nelson Ascencio",61,"Jeremy Owen",57,342,334,192462,390,42000,"alien|geek|nerd|road trip|ufo",0,"Color","Adventure|Comedy|Sci-Fi",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1092026/?ref_=fn_tt_tt_1",37371385,4e+07,7
"Spirited Away ",125,"Hayao Miyazaki",6000,"Bunta Sugawara",17,"Ryûnosuke Kamiki",10,"Miyu Irino",7,246,902,417971,44,28000,"anime|bathhouse|pig|spirit|work",0,"Color","Adventure|Animation|Family|Fantasy",2001,"Japanese","Japan","PG",1.85,"http://www.imdb.com/title/tt0245429/?ref_=fn_tt_tt_1",10049886,1.9e+07,8.6
"The Hills Have Eyes II ",89,"Martin Weisz",7,"Jeff Kober",919,"Daniella Alonso",557,"Jacob Vargas",399,161,211,49721,2559,0,"desert|fight|hill|murder|mutant",0,"Color","Horror",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0800069/?ref_=fn_tt_tt_1",20801344,1.5e+07,5.1
"Pitch Black ",112,"David Twohy",123,"Vin Diesel",14000,"Radha Mitchell",991,"Cole Hauser",787,214,805,193962,16196,5000,"captain|darkness|eclipse|space|survival",0,"Color","Horror|Sci-Fi",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0134847/?ref_=fn_tt_tt_1",39235088,2.3e+07,7.1
"Army of Darkness ",88,"Sam Raimi",0,"Patricia Tallman",901,"Bridget Fonda",888,"Embeth Davidtz",795,221,604,128850,3913,10000,"army of the dead|battle|necronomicon|reluctant hero|skeleton soldier",0,"Color","Comedy|Fantasy|Horror",1992,"English","USA","R",1.85,"http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1",11501093,1.3e+07,7.6
"Wall Street ",126,"Oliver Stone",0,"Hal Holbrook",826,"Tamara Tunie",508,"James Karen",168,114,219,119150,1607,0,"1980s|argument|critique of capitalism|f word|fired from the job",2,"Color","Crime|Drama",1987,"English","USA","R",1.85,"http://www.imdb.com/title/tt0094291/?ref_=fn_tt_tt_1",43848100,1.5e+07,7.4
"Hop ",95,"Tim Hill",25,"Gary Cole",989,"Elizabeth Perkins",664,"Chelsea Handler",439,156,82,24089,2558,0,"drummer|easter|easter bunny|piaggio vespa gtv 250|slacker",0,"Color","Adventure|Animation|Comedy|Family|Fantasy",2011,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1411704/?ref_=fn_tt_tt_1",108012170,6.3e+07,5.5
"The Quiet American ",101,"Phillip Noyce",176,"Brendan Fraser",3000,"Tzi Ma",268,"Holmes Osborne",83,149,199,24019,3431,983,"american|french|saigon|vietnam|vietnamese",2,"Color","Drama|Mystery|Romance|Thriller|War",2002,"English","UK","R",2.35,"http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1",12987647,3e+07,7.1
"Some Like It Hot ",120,"Billy Wilder",0,"Nehemiah Persoff",105,"Joe E. Brown",103,"George Raft",102,181,350,175196,527,10000,"all girl band|band|cross dressing|musician|yacht",2," Black and White","Comedy|Music|Romance",1959,"English","USA","Not Rated",1.66,"http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1",25000000,2883848,8.3
"House of Wax ",108,"Jaume Collet-Serra",174,"Robert Ri'chard",730,"Paris Hilton",716,"Brian Van Holt",324,228,576,94456,2178,0,"brother sister relationship|group of friends|male nudity|twin|wax",0,"Color","Horror",2005,"English","Australia","R",1.85,"http://www.imdb.com/title/tt0397065/?ref_=fn_tt_tt_1",32048809,3e+07,5.3
"Identity Thief ",120,"Seth Gordon",91,"Jon Favreau",4000,"Eric Stonestreet",904,"T.I.",680,275,232,97664,5826,17000,"bounty hunter|credit card|cross country|identity|police",2,"Color","Comedy|Crime",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2024432/?ref_=fn_tt_tt_1",134455175,3.5e+07,5.7
"Mortdecai ",107,"David Koepp",192,"Johnny Depp",40000,"Olivia Munn",2000,"Ulrich Thomsen",280,181,188,47320,42683,12000,"art dealer|fake painting|macguffin|moustache|stolen painting",2,"Color","Action|Comedy|Mystery|Romance",2015,"English","UK","R",2.35,"http://www.imdb.com/title/tt3045616/?ref_=fn_tt_tt_1",7605668,6e+07,5.5
"The Jungle Book 2 ",72,"Steve Trenbirth",0,"Haley Joel Osment",3000,"Phil Collins",455,"Tony Jay",384,85,58,11634,4480,227,"dog|jungle|shot gun|tiger|village",0,"Color","Adventure|Animation|Family|Musical",2003,"English","USA","G",1.85,"http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1",47887943,2e+07,5.4
"The Last Stand ",107,"Jee-woon Kim",419,"Zach Gilford",971,"James Burnett",236,"Christiana Leucas",165,376,258,114241,1643,24000,"deputy|escape|fbi|modern western|sheriff",2,"Color","Action|Crime|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1",12026670,4.5e+07,6.4
"The Thing ",109,"John Carpenter",0,"Wilford Brimley",957,"Richard Masur",163,"David Clennon",145,297,911,258078,1757,23000,"alien creature|alien life form|antarctica|isolation|paranoia",0,"Color","Horror|Mystery|Sci-Fi",1982,"English","USA","R",2.35,"http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1",13782838,1.5e+07,8.2
"King Kong ",201,"Peter Jackson",0,"Naomi Watts",6000,"Thomas Kretschmann",919,"Evan Parke",84,446,2618,316018,7123,0,"animal name in title|ape abducts a woman|gorilla|island|king kong",0,"Color","Action|Adventure|Drama|Romance",2005,"English","New Zealand","PG-13",2.35,"http://www.imdb.com/title/tt0360717/?ref_=fn_tt_tt_1",218051260,2.07e+08,7.2
"The Master ",144,"Paul Thomas Anderson",0,"Mike Howard",378,"Jeffrey W. Jenkins",18,"Bruce Goodchild",15,546,405,105144,427,27000,"drifter|past life regression|psychological testing|right hand man|scientology",31,"Color","Drama",2012,"English","USA","R",1.85,"http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1",16377274,3.2e+07,7.1
"The Mask of Zorro ",136,"Martin Campbell",258,"Anthony Hopkins",12000,"Tony Amendola",174,"Stuart Wilson",94,156,318,135404,12396,0,"19th century|california|revenge|training|zorro",0,"Color","Action|Adventure|Comedy|Romance|Thriller|Western",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120746/?ref_=fn_tt_tt_1",93771072,6.5e+07,6.7
"About a Boy ",101,"Chris Weitz",129,"Sharon Small",66,"Christopher Webster",5,"Peter McNicholl",3,158,391,144021,74,0,"boy|friend|imaginary son|single father|single mother",0,"Color","Comedy|Drama|Romance",2002,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0276751/?ref_=fn_tt_tt_1",40566655,3e+07,7.1
"Hugo ",126,"Martin Scorsese",17000,"Chloë Grace Moretz",17000,"Christopher Lee",16000,"Ray Winstone",1000,682,678,245333,36017,42000,"automaton|mechanical|railway station|steampunk|train",0,"Color","Adventure|Drama|Family|Mystery",2011,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0970179/?ref_=fn_tt_tt_1",73820094,1.7e+08,7.5
"The Darkest Hour ",89,"Chris Gorak",21,"Max Minghella",614,"Veronika Vernadskaya",150,"Dato Bakhtadze",48,195,211,49312,843,0,"alien|aurora borealis|critically bashed|killing an animal|nightclub",0,"Color","Action|Adventure|Horror|Sci-Fi|Thriller",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1",21426805,3e+07,4.9
"The Yellow Handkerchief ",102,"Udayan Prasad",4,"Kristen Stewart",17000,"Eddie Redmayne",13000,"William Hurt",882,60,36,6723,30978,1000,"louisiana|overalls|road trip|southern u.s.|teenage boy",1,"Color","Drama|Romance",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0954990/?ref_=fn_tt_tt_1",317040,15500000,6.8
"Little Children ",137,"Todd Field",143,"Kate Winslet",14000,"Noah Emmerich",617,"Jane Adams",280,251,320,92781,15337,5000,"adulterous wife|bar|dysfunctional marriage|sex offender|suburb",0,"Color","Drama|Romance",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1",5459824,2.6e+07,7.6
"The East ",116,"Zal Batmanglij",129,"Alexander Skarsgård",10000,"Julia Ormond",918,"Jason Ritter",782,200,119,41856,13180,12000,"anarchist|corporation|greedy institution|vomiting|watching television",4,"Color","Drama|Thriller",2013,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1869716/?ref_=fn_tt_tt_1",2268296,6500000,6.9
"Secondhand Lions ",111,"Tim McCanlies",23,"Haley Joel Osment",3000,"Robert Duvall",3000,"Emmanuelle Vaugier",1000,82,292,43378,9638,0,"africa|eyeglasses|money|texas|veteran",1,"Color","Comedy|Drama|Family",2003,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0327137/?ref_=fn_tt_tt_1",41407470,3e+07,7.6
"April Fool's Day ",89,"Fred Walton",17,"Thomas F. Wilson",690,"Deborah Foreman",190,"Clayton Rohner",85,96,125,10624,1160,0,"april fool's day|island|mansion|psycho|secret",0,"Color","Horror|Mystery",1986,"English","USA","R",2.35,"http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1",12947763,5e+06,6.2
"Spawn ",98,"Mark A.Z. Dippé",20,"Michael Jai White",2000,"Frank Welker",2000,"Miko Hughes",968,70,209,52805,7039,0,"based on comic|based on comic book|dark hero|image comics|superhero",0,"Color","Action|Horror",1997,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120177/?ref_=fn_tt_tt_1",54967359,4e+07,5.2
"Just Married ",95,"Shawn Levy",189,"Taran Killam",500,"David Agranov",308,"David Moscow",306,97,205,57479,2020,0,"fall|honeymoon|love|marriage|newlywed",2,"Color","Comedy|Romance",2003,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0305711/?ref_=fn_tt_tt_1",56127162,1.8e+07,5.4
"Volcano ",104,"Mick Jackson",81,"Don Cheadle",3000,"Anne Heche",643,"Gaby Hoffmann",612,84,181,58227,5062,2000,"earthquake|fire|lava|rescue|volcano",0,"Color","Action|Drama|Sci-Fi|Thriller",1997,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0120461/?ref_=fn_tt_tt_1",47474112,9e+07,5.4
"Last Holiday ",112,"Wayne Wang",61,"LL Cool J",1000,"Alicia Witt",976,"Timothy Hutton",501,99,116,21215,3757,0,"chef|congressman|cook|hotel|senator",1,"Color","Adventure|Comedy|Drama",2006,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0408985/?ref_=fn_tt_tt_1",38360195,4.5e+07,6.4
"Anchorman 2: The Legend Continues ",143,"Adam McKay",285,"Harrison Ford",11000,"Will Ferrell",8000,"Steve Carell",7000,272,346,131227,28176,41000,"fame|father son relationship|interracial kiss|interracial relationship|interracial sex",2,"Color","Comedy",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1",2175312,5e+07,6.3
"Ted ",112,"Seth MacFarlane",3000,"Mila Kunis",15000,"Seth MacFarlane",3000,"Tom Skerritt",1000,457,623,471644,21773,74000,"2010s|car accident|sex scene|teddy bear|testicle",1,"Color","Comedy|Fantasy",2012,"English","USA","R",1.85,"http://www.imdb.com/title/tt1637725/?ref_=fn_tt_tt_1",218628680,5e+07,7
"The Land Before Time ",69,"Don Bluth",383,"Judith Barsi",912,"Gabriel Damon",320,"Bill Erwin",191,24,133,61753,1833,5000,"brontosaurus|classical music|dinosaur|dinosaur feature|earthquake",0,"Color","Adventure|Animation|Family",1988,"English","USA","G",1.33,"http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1",48092846,12500000,7.3
"Pan ",111,"Joe Wright",456,"Hugh Jackman",20000,"Cara Delevingne",548,"Nonso Anozie",394,256,186,39956,21393,24000,"1940s|child hero|fantasy world|orphan|reference to peter pan",4,"Color","Adventure|Family|Fantasy",2015,"English","USA","PG",2.35,"http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1",34964818,1.5e+08,5.8
"Dragon Wars: D-War ",107,"Hyung-rae Shim",26,"Robert Forster",889,"Aimee Garcia",618,"Chris Mulkey",535,93,364,21506,3274,0,"antique shop|asian dragon|dragon|korean|reporter",0,"Color","Action|Drama|Fantasy|Horror|Thriller",2007,"English","South Korea","PG-13",2.35,"http://www.imdb.com/title/tt0372873/?ref_=fn_tt_tt_1",10956379,3.5e+07,3.6
"Seven Pounds ",123,"Gabriele Muccino",125,"Will Smith",10000,"Rosario Dawson",3000,"Madison Pettis",835,202,599,232710,14727,26000,"boyfriend girlfriend relationship|heart|main character dies|organ donor|redemption",1,"Color","Drama|Romance",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0814314/?ref_=fn_tt_tt_1",69951824,5.5e+07,7.7
"Home Alone 2: Lost in New York ",120,"Chris Columbus",0,"Macaulay Culkin",3000,"Kieran Culkin",1000,"Devin Ratray",1000,37,189,200077,7860,0,"airport|christmas|florida|new york city|toy store",2,"Color","Adventure|Comedy|Family",1992,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0104431/?ref_=fn_tt_tt_1",173585516,1.8e+07,6.6
"Furry Vengeance ",92,"Roger Kumble",16,"Brendan Fraser",3000,"Brooke Shields",1000,"Matt Prokop",734,101,84,12399,6327,0,"animal|bear|land developer|real estate|real estate developer",1,"Color","Comedy|Family",2010,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0492389/?ref_=fn_tt_tt_1",17596256,3.5e+07,3.8
"The Village ",108,"M. Night Shyamalan",0,"Bryce Dallas Howard",3000,"Judy Greer",2000,"William Hurt",882,261,2003,193770,7273,0,"creature|pact|plot twist|village|woods",0,"Color","Drama|Mystery|Romance|Thriller",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1",114195633,6e+07,6.5
"Monsoon Wedding ",114,"Mira Nair",300,"Naseeruddin Shah",307,"Randeep Hooda",209,"Lillete Dubey",73,137,214,19397,809,0,"arranged marriage|bride|celebration|marriage|wedding",0,"Color","Comedy|Drama|Romance",2001,"Hindi","India","R",1.85,"http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1",13876974,7e+06,7.4
"Princess Mononoke ",134,"Hayao Miyazaki",6000,"Minnie Driver",893,"Jada Pinkett Smith",851,"Billy Crudup",745,174,570,221552,2710,11000,"anime|cult film|forest|princess|studio ghibli",0,"Color","Adventure|Animation|Fantasy",1997,"Japanese","Japan","PG-13",1.85,"http://www.imdb.com/title/tt0119698/?ref_=fn_tt_tt_1",2298191,2.4e+09,8.4
"My Date with Drew ",90,"Jon Gunn",16,"John August",86,"Brian Herzlinger",23,"Jon Gunn",16,43,84,4285,163,456,"actress name in title|crush|date|four word title|video camera",0,"Color","Documentary",2004,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0378407/?ref_=fn_tt_tt_1",85222,1100,6.6
"Around the World in 80 Days ",120,"Frank Coraci",153,"Jim Broadbent",1000,"Steve Coogan",1000,"Cécile De France",447,188,191,68722,3175,0,"19th century|around the world|inventor|martial arts|train",0,"Color","Action|Adventure|Comedy",2004,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1",24004159,1.1e+08,5.8
"Man on Wire ",90,"James Marsh",120,"Paul McGill",41,"Philippe Petit",27,"Jean-Louis Blondeau",0,194,134,40481,68,0,"new york city|passion|reenactment|rooftop|tower",0,"Color","Biography|Crime|Documentary|History|Thriller",2008,"English","UK","PG-13",1.85,"http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1",2957978,1e+06,7.8
"Elysium ",109,"Neill Blomkamp",662,"Matt Damon",13000,"Sharlto Copley",2000,"Alice Braga",1000,476,814,338087,17689,61000,"christ figure|class differences|messiah|saviour|social commentary",0,"Color","Action|Drama|Sci-Fi|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1",93050117,1.15e+08,6.6
"The Big Short ",130,"Adam McKay",285,"Ryan Gosling",33000,"Christian Bale",23000,"Charlie Talbert",767,426,374,182983,57308,99000,"bank|banking|finance|fraud|mortgage",4,"Color","Biography|Comedy|Drama|History",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1",70235322,2.8e+07,7.8
"Teenage Mutant Ninja Turtles ",101,"Jonathan Liebesman",473,"Noel Fisher",833,"Danny Woodburn",809,"Jeremy Howard",429,348,491,167085,2690,62000,"18 wheeler|mutant|ninja|sewer|turtle",0,"Color","Action|Adventure|Comedy|Sci-Fi",2014,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1",190871240,1.25e+08,5.9
"10 Days in a Madhouse ",111,"Timothy Hines",0,"Christopher Lambert",1000,"Kelly LeBrock",445,"Alexandra Callas",247,1,10,314,2059,26000,"",1,"Color","Drama",2015,"English","USA","R",1.85,"http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1",14616,1.2e+07,7.5
"Sea Rex 3D: Journey to a Prehistoric World ",41,"Ronan Chapalain",0,"Norbert Ferrer",55,"Guillaume Denaiffe",0,"Chloe Hollings",0,7,4,296,55,89,"3d|imax|plesiosaur|sea|water",0,"Color","Documentary",2010,"English","UK","",1.78,"http://www.imdb.com/title/tt1529567/?ref_=fn_tt_tt_1",4074023,5e+06,6.9
